"date","vip_level","population","total_gem_used"
"2014-10-21","1","896","1753029"
"2014-10-21","2","15628","260779771"
"2014-10-21","3","8640","276604467"
"2014-10-21","4","874","34647070"
"2014-10-21","5","1793","84755674"
"2014-10-21","6","1127","64915931"
"2014-10-21","7","1210","79369136"
"2014-10-21","8","1923","193570024"
"2014-10-21","9","1022","162570501"
"2014-10-21","10","1158","275934518"
"2014-10-21","11","1088","419921302"
"2014-10-21","12","746","503263415"
"2014-10-21","13","547","1041504909"
"2014-10-22","0","1768","1241734"
"2014-10-22","1","1848","3300330"
"2014-10-22","2","19578","285258469"
"2014-10-22","3","8985","283953797"
"2014-10-22","4","912","35940991"
"2014-10-22","5","1873","86723512"
"2014-10-22","6","1163","66606285"
"2014-10-22","7","1244","81000455"
"2014-10-22","8","1984","198901257"
"2014-10-22","9","1040","164627627"
"2014-10-22","10","1181","280542207"
"2014-10-22","11","1102","424884212"
"2014-10-22","12","748","505995048"
"2014-10-22","13","548","1050938696"
"2014-10-23","0","1397","714189"
"2014-10-23","1","1206","2381987"
"2014-10-23","2","16597","264479697"
"2014-10-23","3","8844","281133127"
"2014-10-23","4","925","36232789"
"2014-10-23","5","1872","86883993"
"2014-10-23","6","1163","66539191"
"2014-10-23","7","1224","80088245"
"2014-10-23","8","1943","194704943"
"2014-10-23","9","1017","161300141"
"2014-10-23","10","1164","276907994"
"2014-10-23","11","1077","414440894"
"2014-10-23","12","746","503907425"
"2014-10-23","13","551","1045287836"
"2014-10-24","0","1192","546596"
"2014-10-24","1","959","1739599"
"2014-10-24","2","15749","254960795"
"2014-10-24","3","8817","278239822"
"2014-10-24","4","909","36045043"
"2014-10-24","5","1818","84414885"
"2014-10-24","6","1141","66229376"
"2014-10-24","7","1216","79810351"
"2014-10-24","8","1951","196296181"
"2014-10-24","9","1012","160306704"
"2014-10-24","10","1162","276456144"
"2014-10-24","11","1078","415380518"
"2014-10-24","12","739","498724828"
"2014-10-24","13","543","1027552273"
"2014-10-25","0","1491","631765"
"2014-10-25","1","1061","1681876"
"2014-10-25","2","15800","255584485"
"2014-10-25","3","8825","277870668"
"2014-10-25","4","940","37172092"
"2014-10-25","5","1818","84757069"
"2014-10-25","6","1135","65545397"
"2014-10-25","7","1219","79042079"
"2014-10-25","8","1943","196071112"
"2014-10-25","9","1004","159049663"
"2014-10-25","10","1153","274191574"
"2014-10-25","11","1061","409258580"
"2014-10-25","12","746","502571700"
"2014-10-25","13","551","1051289331"
"2014-10-26","0","1374","567710"
"2014-10-26","1","978","1671027"
"2014-10-26","2","15669","253089709"
"2014-10-26","3","8831","277654693"
"2014-10-26","4","929","36475187"
"2014-10-26","5","1854","85856377"
"2014-10-26","6","1111","64919435"
"2014-10-26","7","1205","79103340"
"2014-10-26","8","1948","195455304"
"2014-10-26","9","999","157776810"
"2014-10-26","10","1161","275515912"
"2014-10-26","11","1067","410212343"
"2014-10-26","12","733","494620038"
"2014-10-26","13","544","1042235661"
"2014-10-27","0","1862","700050"
"2014-10-27","1","1092","1681523"
"2014-10-27","2","16871","260511848"
"2014-10-27","3","8864","279063063"
"2014-10-27","4","953","37769418"
"2014-10-27","5","1837","84933460"
"2014-10-27","6","1133","65072987"
"2014-10-27","7","1207","78874564"
"2014-10-27","8","1967","197351514"
"2014-10-27","9","1009","159599394"
"2014-10-27","10","1160","275790687"
"2014-10-27","11","1074","413251764"
"2014-10-27","12","737","496813212"
"2014-10-27","13","556","1066634065"
"2014-10-28","0","13808","1358921"
"2014-10-28","1","4121","3212132"
"2014-10-28","2","22337","279191096"
"2014-10-28","3","9310","286275222"
"2014-10-28","4","990","38257748"
"2014-10-28","5","1922","87738835"
"2014-10-28","6","1175","66829673"
"2014-10-28","7","1272","81861593"
"2014-10-28","8","2031","201586512"
"2014-10-28","9","1046","165924574"
"2014-10-28","10","1179","280102994"
"2014-10-28","11","1093","417348861"
"2014-10-28","12","754","508683163"
"2014-10-28","13","546","1033611678"
"2014-10-29","0","7772","867711"
"2014-10-29","1","2725","2560459"
"2014-10-29","2","22549","278485236"
"2014-10-29","3","9242","284509557"
"2014-10-29","4","989","38057965"
"2014-10-29","5","1901","87508709"
"2014-10-29","6","1176","67114482"
"2014-10-29","7","1271","81596553"
"2014-10-29","8","2017","201179632"
"2014-10-29","9","1040","163730142"
"2014-10-29","10","1183","279253226"
"2014-10-29","11","1083","412281998"
"2014-10-29","12","759","509380858"
"2014-10-29","13","555","1055981024"
"2014-10-30","0","4344","825085"
"2014-10-30","1","1952","2293518"
"2014-10-30","2","20563","272727439"
"2014-10-30","3","9235","285867779"
"2014-10-30","4","980","38044618"
"2014-10-30","5","1914","87774976"
"2014-10-30","6","1177","66479802"
"2014-10-30","7","1223","79376839"
"2014-10-30","8","1987","198250153"
"2014-10-30","9","1028","162892130"
"2014-10-30","10","1174","277589297"
"2014-10-30","11","1070","407670424"
"2014-10-30","12","768","516044529"
"2014-10-30","13","547","1060584346"
"2014-10-31","0","2820","673732"
"2014-10-31","1","1636","2218369"
"2014-10-31","2","19896","268878318"
"2014-10-31","3","9095","281005275"
"2014-10-31","4","971","37653184"
"2014-10-31","5","1874","86344870"
"2014-10-31","6","1174","66964376"
"2014-10-31","7","1240","80791182"
"2014-10-31","8","2004","199874285"
"2014-10-31","9","1017","160510345"
"2014-10-31","10","1160","275786698"
"2014-10-31","11","1042","397796063"
"2014-10-31","12","758","510343068"
"2014-10-31","13","555","1068890664"
